Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
19476111834,"Jul 26, 2026, 4:49:23 PM",Move the legs,Walk,"",1336,1.96,110.0,2,false,,,activities/20598162618.fit.gz,,,1336.0,1336.0,1961.9,1.933,1.468,26.3,18.4,55.8,74.5,6.7,0.3,,,65.0,62.0,110.0,94.0,,,118.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,1785081600.0,1.0,25.0,27.3,15.9,0.57,1012.6,1.5,2.2,11.0,0.0,1785059122.0,1785111425.0,0.375,,,0.22,5.0,0.01,32968.0,8.0,,,,,,1.468,0.0,,,,2732.0,0.0,,,,,,,,,,,,,,,,|
19460177306,"Jul 25, 2026, 11:07:02 AM",NYC Half,Run,"Zero music, just myself and the pavement. Miami marathon here we come - move or be moved",6150,21.09,185.0,293,false,,,activities/20581779497.fit.gz,,,6150.0,6150.0,21089.8,4.94,3.429,0.0,0.0,2.4,4.2,5.0,0.0,,,89.0,85.0,185.0,169.0,,350.0,1453.0,,,293.0,2150813.0,,,,,,,,357.0,6151.0,,,0.0,,1.0,21116.2,1784977200.0,1.0,19.0,20.8,15.9,0.82,1021.1,1.8,1.8,14.0,0.0,1784972772.0,1785025121.0,0.375,,,0.0,1.0,0.03,19011.0,0.0,,,,,,3.429,353.0,,,,17370.0,0.0,,918.0,232.0,3.434,,,,,,,,,,,,||media/02548246-E14A-4BDC-985C-9A9B0C4062CA.jpg|media/80DA4041-A469-4784-89EC-04238E134335.jpg|media/1EA15C41-D650-4BEA-94D5-7A6A17DD60AA.jpg|media/225B13ED-04BC-4143-8D01-2AB12CEC9855.jpg
19452634650,"Jul 24, 2026, 11:01:49 PM",Evening Workout,Workout,,1654,0,150.0,5,false,,,activities/20574034981.fit.gz,,,1654.0,1654.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,150.0,108.0,,,141.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,2842.0,,,,,,,,,,""
19452634742,"Jul 24, 2026, 10:10:00 PM",Evening Weight Training,Weight Training,,2707,0,146.0,6,false,,,activities/20574034914.fit.gz,,,2707.0,2707.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,146.0,95.0,,,203.0,,,6.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,28.0,,,,,,,,1,14,""
19439210586,"Jul 23, 2026, 11:50:57 PM",Long ahhh day,Run,Ate like shit today so felt like shit - deadass first movement of the day - didn't check watch at all,1450,4.99,179.0,56,false,,,activities/20560253759.fit.gz,,,1450.0,1441.0,4992.9,4.12,3.465,86.2,86.1,142.4,152.0,12.1,0.0,,,86.0,84.0,179.0,164.0,,395.0,337.0,,,56.0,570428.0,,,,,,,,500.0,1451.0,,,0.0,,1.0,5216.1,1784847600.0,1.0,25.3,26.8,12.6,0.45,1019.7,1.6,1.9,359.0,0.0,1784799759.0,1784852388.0,0.375,,,0.0,1.0,0.04,35990.0,0.0,,,,,,3.443,0.0,,,,4046.0,0.0,,425.0,325.0,3.62,,,,,,,,,,,,||media/74AC1C62-5D29-42DA-ACBF-4DA700476045.jpg|media/5861836B-ECD2-4A02-B460-D6C10A4B5D52.jpg
19425542679,"Jul 23, 2026, 12:07:58 AM",Cardio,Workout,"",2046,0,169.0,13,false,,,activities/20546284910.fit.gz,,,2046.0,2046.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,169.0,129.0,,,304.0,,,13.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,3906.0,,,,,,,,,,media/DFC55540-770F-41A7-9DEC-C226E55821CB.jpg
19425542473,"Jul 22, 2026, 11:36:21 PM",Evening Weight Training,Weight Training,,1882,0,128.0,4,false,,,activities/20546284828.fit.gz,,,1882.0,1882.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,128.0,91.0,,,129.0,,,4.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,10.0,,,,,,,,1,5,""
19411585388,"Jul 22, 2026, 1:04:08 AM",Night Workout,Workout,38 minutes - forgot to turn watch on for first 8,1811,0,144.0,7,false,,,activities/20532017178.fit.gz,,,1811.0,1811.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,144.0,124.0,,,242.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,3630.0,,,,,,,,,,""
19411313590,"Jul 22, 2026, 12:12:05 AM",Evening Weight Training,Weight Training,"",2600,0,128.0,5,false,,,activities/20531737903.fit.gz,,,2600.0,2600.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,128.0,90.0,,,169.0,,,5.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,20.0,,0.0,,,,,,1,10,media/2DC26954-1AFB-4379-95FB-D11B4041FD2F.jpg
19395682172,"Jul 20, 2026, 10:56:10 PM",NYAC Loop,Run,[strava://athletes/110159467/11]Dylan Dwyer TTWFO,2438,7.14,168.0,58,false,,,activities/20515834963.fit.gz,,,2438.0,2435.0,7147.3,3.54,2.935,39.7,39.5,18.6,38.5,10.3,0.0,,,88.0,83.0,168.0,151.0,,305.0,506.0,,,58.0,742291.0,,,,,,,,306.0,2439.0,,,0.0,,1.0,7192.8,1784584800.0,1.0,27.2,27.9,12.4,0.4,1014.1,3.5,5.3,188.0,0.0,1784540508.0,1784593373.0,0.125,,,0.0,1.0,0.09,45571.0,1.0,,,,,,2.932,2163.2,,,,6782.0,0.0,,267.0,199.0,2.954,,,,,,,,,,,,||media/3ECFE145-91AE-41D8-810E-35F9220DF836.jpg|media/8DB91769-61DA-4DBE-9F07-7E4EDCDFE5DA.jpg|media/FA5DA681-B67E-41F9-A17A-729F6A972BA7.jpg|media/581BAC53-B349-47EA-BDA1-0E0AFBA36821.jpg|media/AE151C45-6437-4E36-BB8F-80A33C3AFD7B.jpg
19377293959,"Jul 19, 2026, 1:21:50 PM",Morning Walk,Walk,Walk w Hollis,2507,3.35,103.0,4,false,,,activities/20497079256.fit.gz,,,2507.0,2489.0,3349.6,1.683,1.346,33.3,32.0,58.4,88.3,7.4,0.1,,,65.0,60.0,103.0,82.0,,,195.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,1784466000.0,1.0,21.9,22.2,17.0,0.74,1009.1,3.8,5.1,341.0,0.0,1784453951.0,1784506980.0,0.125,,,0.77,5.0,0.35,23322.0,3.0,,,,,,1.336,0.0,,,,4964.0,0.0,,,,,,,1.0,,,,,,,,,||media/5344BBEE-F5B8-4F0F-9C5F-6E63DCDFFB2C.jpg
19368616422,"Jul 18, 2026, 9:20:38 PM",Started to pour,Run,Ate like shit - felt like shit. Just needed to move,2646,8.05,183.0,86,false,,,activities/20488207034.fit.gz,,,2646.0,2646.0,8052.9,5.4,3.043,106.5,110.8,58.4,87.4,50.0,0.0,,,96.0,84.0,183.0,159.0,,320.0,584.0,,,86.0,845423.0,,,,,,,,326.0,2647.0,,,0.0,,1.0,8376.0,1784408400.0,5.0,24.1,24.4,22.0,0.88,1007.2,2.7,8.9,200.0,0.2,1784367500.0,1784420624.0,0.125,,,0.96,5.0,0.93,14374.0,2.0,,,,,,3.043,0.0,,,,7430.0,0.0,,329.0,212.0,3.166,,,,,,,,,,,,||media/3FEED4F9-C2BF-4722-9B6D-E1D96BA65B65.jpg
19368012492,"Jul 18, 2026, 8:09:16 PM",Afternoon Weight Training,Weight Training,"",1759,0,117.0,3,false,,,activities/20487586970.fit.gz,,,1759.0,1759.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,117.0,91.0,,,119.0,,,3.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,10.0,,0.0,,,,,,1,5,""
19356074924,"Jul 18, 2026, 12:06:18 AM",Evening Run,Run,No name for reason [strava://athletes/146918884/11]Aidan Marom  - just needed blood flow,1070,3.23,172.0,25,false,,,activities/20475423163.fit.gz,,,1070.0,1059.0,3230.9,5.0,3.051,53.1,57.9,142.4,150.7,13.2,-0.1,,,87.0,83.0,172.0,150.0,,370.0,223.0,,,25.0,394079.0,,,,,,,,514.0,1071.0,,,0.0,,1.0,3375.3,1784332800.0,2.0,26.2,26.3,14.3,0.48,1015.9,1.1,1.4,302.0,0.0,1784281033.0,1784334283.0,0.125,,,0.0,1.0,0.41,50430.0,0.0,,,,,,3.02,0.0,,,,2960.0,0.0,,331.0,334.0,3.187,,,,,,,,,,,,media/E46A4237-4417-4525-8AAB-620FA5585EDB.jpg||
19355791325,"Jul 17, 2026, 11:07:16 PM",Evening Weight Training,Weight Training,"",2619,0,139.0,6,false,,,activities/20475135102.fit.gz,,,2619.0,2619.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,139.0,97.0,,,202.0,,,6.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,12.0,,0.0,,,,,,1,6,media/B7DAC111-E54F-42E8-A0E9-1D3A6D84DF54.jpg
19334804912,"Jul 16, 2026, 9:26:12 AM",Zero music - pavement and the birds,Run,"[strava://athletes/110159467/11]Dylan Dwyer how bout them apples - good pace, feelin good - will be faster next weekend 🥷🏼⌚️✌🏻😹",5313,16.10,190.0,177,false,,,activities/20453815399.fit.gz,,,5313.0,5288.0,16104.7,7.82,3.046,93.2,90.1,8.5,38.1,6.8,0.0,,,90.0,85.0,190.0,160.0,,324.0,1167.0,,,177.0,1716512.0,,,,,,,,360.0,5314.0,,,0.0,,1.0,16234.3,1784192400.0,3.0,22.9,24.0,18.6,0.77,1013.1,1.5,3.0,285.0,0.0,1784194728.0,1784247923.0,0.125,,,0.0,1.0,0.94,12847.0,0.0,,,,,,3.031,0.0,,,,15062.0,0.0,,807.0,234.0,3.07,,,,,,,,,,,,||media/F61E9478-2A8E-4444-9414-8AAE7B9827B2.jpg|media/34B8F07E-2627-46BB-958F-380F20A01DC1.jpg|media/CDF0BE15-1E12-4E62-B882-9FACFEDD20B3.mp4
19330026050,"Jul 15, 2026, 11:18:26 PM",Cardio,Workout,[strava://athletes/110159467/11]Dylan Dwyer calm before the storm,1949,0,146.0,10,false,,,activities/20448951077.fit.gz,,,1949.0,1949.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,146.0,124.0,,,263.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,4074.0,,,,,,,,,,""
19329650604,"Jul 15, 2026, 10:16:13 PM",Mid ahh pull day,Weight Training,"",3157,0,129.0,7,false,,,activities/20448569384.fit.gz,,,3157.0,3157.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,129.0,94.0,,,230.0,,,7.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,16.0,,0.0,,,,,,1,8,""
19317106942,"Jul 15, 2026, 12:43:45 AM",Legs r dead - walk it out,Workout,"",1923,0,142.0,6,false,,,activities/20435816157.fit.gz,,,1923.0,1923.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,142.0,115.0,,,219.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,4056.0,,,,,,,,,,media/23B91130-1B63-4107-B28F-35445034EFE2.jpg
19302749089,"Jul 14, 2026, 12:42:37 AM",Post legs run - didn't track hr,Run,"Feeling good, great pace and decent HR. Think I could carry this pace for a while. Legs will be dead tmr - the lift KOd me",2339,8.16,186.0,94,false,,,activities/20421248425.fit.gz,,,2339.0,2339.0,8162.8,5.28,3.49,140.5,145.9,141.6,150.6,12.3,0.0,,,93.0,85.0,186.0,164.0,,376.0,543.0,,,94.0,883351.0,,,,,,,,410.0,2340.0,,,0.0,,1.0,8527.9,1783987200.0,1.0,24.9,23.4,16.6,0.6,1019.9,4.4,4.6,200.0,0.0,1783935261.0,1783988812.0,0.875,,,0.0,1.0,0.01,35397.0,0.0,,,,,,3.49,0.0,,,,6638.0,0.0,,460.0,266.0,3.646,,,,,,,,,,,,||media/2F96AF1E-FCA1-41C5-BCE2-5DE27ED6EE5E.jpg|media/0CFC16AC-08B7-4BF0-86B5-2F9A1F36D528.jpg
19284107682,"Jul 12, 2026, 3:13:27 PM",Light movement - recovery day,Workout,"",1860,0,141.0,7,false,,,activities/20402303596.fit.gz,,,1860.0,1860.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,141.0,120.0,,,229.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,4050.0,,,,,,,,,,""
19275275100,"Jul 11, 2026, 11:06:20 PM",Wasn't gonna run today - get it done,Run,Didn't care abt heart rate today - legs were dead and didn't feel good until 5.5 in. Definitely coulda gone for more but too much mileage already,3548,10.05,179.0,109,false,,,activities/20393301168.fit.gz,,,3548.0,3318.0,10055.3,4.96,3.031,105.4,103.6,58.4,96.3,49.6,0.0,,,93.0,84.0,179.0,160.0,,318.0,720.0,,,109.0,1055151.0,,,,,,,,324.0,3525.0,,,0.0,,1.0,10353.2,1783810800.0,1.0,26.7,28.1,18.6,0.61,1015.2,2.2,2.2,122.0,0.0,1783762372.0,1783816074.0,0.875,,,0.64,5.0,0.26,31696.0,0.0,,,,,,2.834,0.0,,,,9350.0,0.0,,432.0,210.0,3.12,,,,,,,,,,,,||media/8D1EEFAF-E9BE-491F-9CFD-43E85ACC91D3.jpg|media/F4EA9CDF-1334-44A2-AB3A-CBA23A999A68.jpg
19273777207,"Jul 11, 2026, 7:33:21 PM",Afternoon Weight Training,Weight Training,"",2488,0,138.0,6,false,,,activities/20391771986.fit.gz,,,2488.0,2488.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,138.0,99.0,,,199.0,,,6.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,30.0,,0.0,,,,,,2,15,""
19261455708,"Jul 10, 2026, 10:56:33 PM",Post lift run,Run,"",813,2.42,168.0,21,false,,,activities/20379240704.fit.gz,,,813.0,794.0,2421.9,9.46,3.05,2.3,6.4,6.8,13.3,2.8,-0.1,,,88.0,85.0,168.0,153.0,,353.0,170.0,,,21.0,281674.0,,,,,,,,365.0,814.0,,,0.0,,1.0,2418.7,1783720800.0,3.0,28.4,28.6,22.2,0.69,1009.9,2.9,5.3,255.0,0.1,1783676058.0,1783729717.0,0.875,,,0.63,5.0,1.0,26385.0,1.0,,,,,,2.979,0.0,,,,2298.0,0.0,,127.0,237.0,3.046,,,,,,,,,,,,|
19261318154,"Jul 10, 2026, 10:24:00 PM",Evening Weight Training,Weight Training,,1705,0,147.0,6,false,,,activities/20379100534.fit.gz,,,1705.0,1705.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,147.0,114.0,,,189.0,,,6.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,8.0,,,,,,,,1,4,""
19260986948,"Jul 10, 2026, 9:55:09 PM",Movement pre lift,Run,Bozo gave my AirPods back #GodBless,838,2.41,170.0,21,false,,,activities/20378764197.fit.gz,,,838.0,758.0,2416.6,5.56,3.188,4.4,0.0,9.8,14.2,3.7,0.1,,,91.0,85.0,170.0,155.0,,355.0,163.0,,,21.0,268578.0,,,,,,,,361.0,839.0,,,0.0,,1.0,2424.1,1783717200.0,3.0,28.9,28.8,21.1,0.63,1010.1,3.2,5.5,270.0,0.1,1783676058.0,1783729717.0,0.875,,,0.52,5.0,0.97,26424.0,2.0,,,,,,2.884,0.0,,,,2138.0,0.0,,127.0,234.0,3.198,,,,,,,,,,,,|
19243497031,"Jul 9, 2026, 10:29:59 AM",Upping the mileage - 5-10-5 next week,Run,Heart rate stayed pretty low the first 4 miles - pacing gonna be interesting - also fuck whoever stole my AirPods,3775,11.28,171.0,97,false,,,activities/20360983185.fit.gz,,,3775.0,3760.0,11279.3,7.34,3.0,33.7,30.8,1.2,15.5,10.8,0.0,,,90.0,84.0,171.0,154.0,,333.0,781.0,,,97.0,1256273.0,,,,,,,,375.0,3776.0,,,0.0,,1.0,11324.3,1783591200.0,1.0,21.4,21.9,18.9,0.86,1013.2,1.5,2.5,224.0,0.0,1783589619.0,1783643359.0,0.875,,,0.69,5.0,0.07,17427.0,0.0,,,,,,2.988,51.6,,,,10606.0,0.0,,623.0,244.0,3.012,,,,,,,,,,,,||media/8CD94EC1-8A55-4D7C-9D57-134CA813E3AB.jpg|media/94C2258E-5165-4A29-B3F8-2EA9CB528E94.jpg|media/05581849-9204-4DC4-9EBF-B34AD88A9C29.jpg
19243496796,"Jul 8, 2026, 10:29:05 PM",Evening Workout,Workout,,1802,0,149.0,17,false,,,activities/20360983274.fit.gz,,,1802.0,1802.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,149.0,138.0,,,303.0,,,17.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,2886.0,,,,,,,,,,""
19243496630,"Jul 8, 2026, 9:53:46 PM",Afternoon Weight Training,Weight Training,"",1997,0,124.0,3,false,,,activities/20360982938.fit.gz,,,1997.0,1997.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,124.0,86.0,,,114.0,,,3.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,10.0,,0.0,,,,,,1,5,""
19222959219,"Jul 8, 2026, 12:34:26 AM",Evening Workout,Workout,,1962,0,147.0,8,false,,,activities/20340098027.fit.gz,,,1962.0,1962.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,147.0,129.0,,,269.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,3952.0,,,,,,,,,,""
19222962222,"Jul 7, 2026, 11:55:56 PM",Evening Weight Training,Weight Training,,2162,0,132.0,4,false,,,activities/20340101058.fit.gz,,,2162.0,2162.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,132.0,92.0,,,144.0,,,4.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,14.0,,,,,,,,1,7,""
19208510995,"Jul 7, 2026, 12:20:00 AM",9 min splits - 4 miles,Run,Just to have mileage - 152 BPM,2160,6.43,,,false,,,,,,2160.0,2160.0,6437.4,,2.98,,,,,,0.0,,,,,,,,,549.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19208404801,"Jul 7, 2026, 12:14:05 AM",Post Legs run - 2 min warmup - 9 min mile for 4 miles - keeping the heart rate low,Workout,"",2281,0,183.0,58,false,,,activities/20325349047.fit.gz,,,2281.0,2281.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,183.0,152.0,,,459.0,,,58.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,6126.0,,,,,,,,,,""
19208404815,"Jul 6, 2026, 11:29:36 PM",Evening Weight Training,Weight Training,,2515,0,169.0,13,false,,,activities/20325349058.fit.gz,,,2515.0,2515.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,169.0,119.0,,,280.0,,,13.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,26.0,,,,,,,,1,13,""
19193514908,"Jul 5, 2026, 6:19:30 PM",SHARMS,Weight Training,"",2236,0,134.0,5,false,,,activities/20310235381.fit.gz,,,2236.0,2236.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,134.0,98.0,,,168.0,,,5.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,18.0,,0.0,,,,,,1,9,""
19192854526,"Jul 5, 2026, 5:33:27 PM",Idk why map looks like that - 2 quick miles slow to keep heart rate low,Run,Good stuff,1127,3.29,162.0,29,false,,,activities/20309562910.fit.gz,,,1127.0,1127.0,3292.3,10.963,2.921,50.4,57.6,142.3,150.6,12.5,0.0,,,88.0,84.0,162.0,152.0,,327.0,232.0,,,29.0,368147.0,,,,,,,,376.0,1128.0,,,0.0,,1.0,3434.4,1783270800.0,2.0,26.6,27.5,21.3,0.73,1015.3,2.6,3.7,108.0,0.1,1783243719.0,1783297823.0,0.625,,,0.97,5.0,0.61,20937.0,6.0,,,,,,2.921,0.0,,,,3142.0,0.0,,186.0,244.0,3.047,,,,,,,,,,,,||media/F47B7E72-5955-43B0-914E-C487196A1C75.jpg|media/E6DCD093-DB3B-46F4-94ED-2F4418389221.jpg
19164302064,"Jul 3, 2026, 2:21:26 PM",Run W Aidan,Run,"",1785,5.31,183.0,68,false,,,activities/20280544820.fit.gz,,,1785.0,1774.0,5309.9,4.02,2.993,14.0,10.2,3.8,18.8,16.7,0.1,,,87.0,83.0,183.0,164.0,,303.0,389.0,,,68.0,536323.0,,,,,,,,303.0,1786.0,,,0.0,,1.0,5334.5,1783087200.0,1.0,29.4,31.4,22.7,0.67,1014.3,3.6,6.0,278.0,0.0,1783070535.0,1783124703.0,0.625,,,0.46,1.0,0.0,27630.5,6.0,,,,,,2.975,46.8,,,,4976.0,0.0,,192.0,197.0,3.007,,,,,,,,,,,,|
19149941919,"Jul 2, 2026, 10:30:13 AM",Need a coffee,Run,[strava://athletes/129187011/13]Nico Gonzalez waiting on the LA 10 miler at a 5 minute pace,3251,9.66,185.0,141,false,,,activities/20265996861.fit.gz,,,3251.0,3237.0,9662.8,8.38,2.985,12.0,11.3,0.9,9.8,3.9,0.0,,,89.0,84.0,185.0,167.0,,319.0,716.0,,,141.0,1032892.0,,,,,,,,351.0,3252.0,,,0.0,,1.0,9680.4,1782986400.0,1.0,27.7,29.4,24.3,0.82,1014.6,1.6,2.1,269.0,0.0,1782984549.0,1783038672.0,0.625,,,0.48,1.0,0.2,17904.0,0.0,,,,,,2.972,0.0,,,,9082.0,0.0,,469.0,228.0,2.991,,,,,,,,,,,,||media/2AE0B82F-8AA1-457B-90D7-228A706C1F2A.jpg|media/5BFA4BC7-CC07-4FA5-93CB-577EC12B90B3.jpg
19149935623,"Jul 1, 2026, 10:58:31 PM",Evening Workout,Workout,"",1261,0,150.0,5,false,,,activities/20265990486.fit.gz,,,1261.0,1261.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,150.0,123.0,,,174.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,2612.0,,,,,,,,,,""
19149935502,"Jul 1, 2026, 10:19:45 PM",Evening Weight Training,Weight Training,,2307,0,141.0,6,false,,,activities/20265990416.fit.gz,,,2307.0,2307.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,141.0,107.0,,,216.0,,,6.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,10.0,,,,,,,,1,5,""
19131586255,"Jul 1, 2026, 12:27:59 AM",Evening Workout,Workout,"",1802,0,148.0,10,false,,,activities/20247367797.fit.gz,,,1802.0,1802.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,148.0,132.0,,,279.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,3630.0,,,,,,,,,,""
19131586272,"Jun 30, 2026, 11:39:06 PM",Evening Weight Training,Weight Training,,2541,0,150.0,6,false,,,activities/20247367863.fit.gz,,,2541.0,2541.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,150.0,101.0,,,209.0,,,6.0,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,20.0,,,,,,,,1,10,""
19123069263,"Jun 30, 2026, 12:45:00 AM",Already logged - doesn't show up as miles tho,Run,Treadmill 5k - 1 mile intervals,1400,4.99,,,false,,,,,,1400.0,1400.0,4989.0,,3.564,,,,,,0.0,,,,,,,,,425.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.564,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19118092321,"Jun 30, 2026, 12:43:31 AM",Interval 5k - 1 mile splits 7:30 per mile w 10 mins of walking to finish,Workout,Get in get out,2015,0,185.0,73,false,,,activities/20233668847.fit.gz,,,2015.0,2015.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,185.0,162.0,,,424.0,,,73.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,5058.0,,,,,,,,,,media/541EC015-79CB-45BD-A948-B21A10BF6162.jpg
